"gene_symbol"	"organsystem"	"kegg_diseasename"
"SYCP2"	"Reproductive system diseases"	"Azoospermia"
"SYCP3"	"Reproductive system diseases"	"Azoospermia"
"SYK"	"Cancers"	"Chronic lymphocytic leukemia"
"SYK"	"Cancers"	"Melanoma"
"SYMPK"	"Cancers"	"Gastric cancer"
"SYN1"	"Mental and behavioural disorders"	"Schizophrenia"
"SYN2"	"Mental and behavioural disorders"	"Schizophrenia"
"SYN3"	"Mental and behavioural disorders"	"Bipolar disorder"
"SYN3"	"Mental and behavioural disorders"	"Schizophrenia"
"SYNE1"	"Cancers"	"Breast cancer"
"SYNE1"	"Cancers"	"Colorectal cancer"
"SYNE1"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"SYNE1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"SYNE1"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"SYNE1"	"Congenital disorders of metabolism"	"Lipodystrophy"
"SYNE1"	"Congenital malformations"	"Congenital clubfoot"
"SYNE1"	"Congenital malformations"	"Congenital ichthyosis"
"SYNE1"	"Congenital malformations"	"Distal arthrogryposis"
"SYNE1"	"Mental and behavioural disorders"	"Bipolar disorder"
"SYNE1"	"Musculoskeletal diseases"	"Limb-girdle muscular dystrophy"
"SYNE1"	"Reproductive system diseases"	"Cryptorchidism"
"SYNE2"	"Cancers"	"Breast cancer"
"SYNE2"	"Cancers"	"Renal cell carcinoma"
"SYNE2"	"Cardiovascular diseases"	"Atrial fibrillation"
"SYNE2"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"SYNE2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"SYNE2"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"SYNE2"	"Congenital disorders of metabolism"	"Lipodystrophy"
"SYNE2"	"Congenital malformations"	"Congenital ichthyosis"
"SYNE2"	"Musculoskeletal diseases"	"Limb-girdle muscular dystrophy"
"SYNGAP1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"SYNGAP1"	"Eye disease"	"Optic atrophy"
"SYNGAP1"	"Mental and behavioural disorders"	"Autism"
"SYNGAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"SYNGR1"	"Mental and behavioural disorders"	"Bipolar disorder"
"SYNGR1"	"Mental and behavioural disorders"	"Schizophrenia"
"SYNJ1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"SYNJ1"	"Eye disease"	"Optic atrophy"
"SYNJ1"	"Mental and behavioural disorders"	"Autism"
"SYNJ1"	"Nervous system diseases"	"Insomnia"
"SYNJ1"	"Nervous system diseases"	"Parkinsonian syndrome"
"SYNJ1"	"Nervous system diseases"	"Restless legs syndrome"
"SYNJ2"	"Cancers"	"Breast cancer"
"SYNPO"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"SYNPO2L"	"Cardiovascular diseases"	"Atrial fibrillation"
"SYP"	"Cancers"	"Non-small cell lung cancer"
"SYP"	"Mental and behavioural disorders"	"Schizophrenia"
"SYT1"	"Cardiovascular diseases"	"Atrial septal defect"
"SYT1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"SYT11"	"Mental and behavioural disorders"	"Schizophrenia"
"SYT2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"SYT3"	"Cancers"	"Breast cancer"
"SYT4"	"Cancers"	"Melanoma"
"SYT9"	"Cancers"	"Colorectal cancer"
"SZT2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"SZT2"	"Eye disease"	"Optic atrophy"
"SZT2"	"Mental and behavioural disorders"	"Autism"
"TAAR1"	"Mental and behavioural disorders"	"Schizophrenia"
"TAAR6"	"Mental and behavioural disorders"	"Bipolar disorder"
"TAB1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TAB2"	"Cardiovascular diseases"	"Atrial fibrillation"
"TAB2"	"Cardiovascular diseases"	"Mitral valve prolapse"
"TAB2"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"TAB2"	"Cardiovascular diseases"	"Ventricular septal defect"
"TAB2"	"Congenital malformations"	"Bicuspid aortic valve"
"TAC1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TAC1"	"Mental and behavioural disorders"	"Bipolar disorder"
"TAC1"	"Mental and behavioural disorders"	"Major depressive disorder"
"TAC1"	"Mental and behavioural disorders"	"Schizophrenia"
"TAC1"	"Nervous system diseases"	"Narcolepsy"
"TAC1"	"Nervous system diseases"	"Neuropathic pain"
"TAC3"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"TAC3"	"Endocrine and metabolic diseases"	"Male hypogonadism"
"TAC3"	"Musculoskeletal diseases"	"Osteoporosis"
"TAC3"	"Reproductive system diseases"	"Cryptorchidism"
"TACC2"	"Cancers"	"Breast cancer"
"TACC3"	"Cancers"	"Bladder cancer"
"TACC3"	"Cancers"	"Hepatocellular carcinoma"
"TACO1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TACO1"	"Cardiovascular diseases"	"Ventricular septal defect"
"TACO1"	"Congenital disorders of metabolism"	"Fanconi renotubular syndrome"
"TACO1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"TACO1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"TACO1"	"Congenital disorders of metabolism"	"Pyruvate dehydrogenase complex deficiency"
"TACO1"	"Eye disease"	"Optic atrophy"
"TACO1"	"Eye disease"	"Retinitis pigmentosa"
"TACR1"	"Cardiovascular diseases"	"High blood pressure"
"TACR1"	"Mental and behavioural disorders"	"Bipolar disorder"
"TACR3"	"Congenital malformations"	"Congenital ichthyosis"
"TACR3"	"Congenital malformations"	"Potter syndrome"
"TACR3"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"TACR3"	"Endocrine and metabolic diseases"	"Male hypogonadism"
"TACR3"	"Mental and behavioural disorders"	"Schizophrenia"
"TACR3"	"Musculoskeletal diseases"	"Osteoporosis"
"TACR3"	"Reproductive system diseases"	"Cryptorchidism"
"TACSTD2"	"Reproductive system diseases"	"Endometriosis"
"TAF1"	"Congenital malformations"	"Aplasia cutis congenita"
"TAF1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TAF1"	"Eye disease"	"Myopia"
"TAF13"	"Urinary system diseases"	"Vesicoureteral reflux"
"TAF15"	"Cancers"	"Chondrosarcoma"
"TAF15"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
"TAF15"	"Cancers"	"Gastric cancer"
"TAF15"	"Cancers"	"Osteosarcoma"
"TAF1A"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"TAF1A"	"Skin diseases"	"Palmoplantar keratoderma"
"TAF1C"	"Mental and behavioural disorders"	"Autism"
"TAF1L"	"Cancers"	"Prostate cancer"
"TAF1L"	"Cancers"	"Small cell lung cancer"
"TAF2"	"Congenital malformations"	"Bicuspid aortic valve"
"TAF4B"	"Reproductive system diseases"	"Azoospermia"
"TAF6"	"Reproductive system diseases"	"Cryptorchidism"
"TAFA4"	"Cancers"	"Breast cancer"
"TAGAP"	"Immune system diseases"	"Crohn disease"
"TAGAP"	"Immune system diseases"	"Rheumatoid arthritis"
"TAGAP"	"Skin diseases"	"Psoriasis"
"TAGLN"	"Reproductive system diseases"	"Endometriosis"
"TAGLN2"	"Cancers"	"Hepatocellular carcinoma"
"TAGLN2"	"Cancers"	"Renal cell carcinoma"
"TAL1"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"TALDO1"	"Cancers"	"Hepatocellular carcinoma"
"TALDO1"	"Cardiovascular diseases"	"Atrial septal defect"
"TALDO1"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TALDO1"	"Cardiovascular diseases"	"Ventricular septal defect"
"TALDO1"	"Congenital disorders of metabolism"	"Transaldolase deficiency"
"TALDO1"	"Immune system diseases"	"Asthma"
"TALDO1"	"Nervous system diseases"	"Parkinson disease"
"TANGO2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TANGO2"	"Cardiovascular diseases"	"Long QT syndrome"
"TANGO2"	"Eye disease"	"Optic atrophy"
"TANGO2"	"Nervous system diseases"	"West syndrome"
"TANK"	"Cancers"	"Breast cancer"
"TAOK3"	"Cancers"	"Small cell lung cancer"
"TAP1"	"Cancers"	"Prostate cancer"
"TAP1"	"Congenital malformations"	"Ectopia lentis"
"TAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"TAP2"	"Congenital malformations"	"Ectopia lentis"
"TAP2"	"Mental and behavioural disorders"	"Schizophrenia"
"TAPBP"	"Congenital malformations"	"Ectopia lentis"
"TAPBP"	"Mental and behavioural disorders"	"Schizophrenia"
"TAPT1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TAPT1"	"Cardiovascular diseases"	"Ventricular septal defect"
"TAPT1"	"Congenital malformations"	"Osteogenesis imperfecta"
"TAPT1"	"Reproductive system diseases"	"Hypospadias"
"TARDBP"	"Nervous system diseases"	"Frontotemporal lobar degeneration"
"TARDBP"	"Nervous system diseases"	"Parkinsonian syndrome"
"TARS1"	"Cancers"	"Squamous cell carcinoma"
"TARS1"	"Cardiovascular diseases"	"Ventricular septal defect"
"TARS1"	"Congenital malformations"	"Congenital ichthyosis"
"TARS1"	"Congenital malformations"	"Craniosynostoses"
"TARS1"	"Eye disease"	"Macular dystrophy"
"TARS1"	"Eye disease"	"Myopia"
"TARS1"	"Reproductive system diseases"	"Cryptorchidism"
"TAS2R13"	"Cancers"	"Breast cancer"
"TAS2R60"	"Cancers"	"Melanoma"
"TAT"	"Congenital disorders of metabolism"	"Tyrosinemia"
"TAT"	"Skin diseases"	"Palmoplantar keratoderma"
"TATDN1"	"Cancers"	"Hepatocellular carcinoma"
"TAX1BP1"	"Cancers"	"Breast cancer"
"TAZ"	"Cardiovascular diseases"	"Barth syndrome"
"TAZ"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"TAZ"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TAZ"	"Congenital disorders of metabolism"	"3-Methylglutaconic aciduria"
"TAZ"	"Congenital malformations"	"Congenital clubfoot"
"TAZ"	"Skin diseases"	"Palmoplantar keratoderma"
"TBC1D1"	"Congenital malformations"	"Congenital anomalies of kidney and urinary tract"
"TBC1D2"	"Cancers"	"Prostate cancer"
"TBC1D20"	"Congenital malformations"	"Microphthalmia"
"TBC1D20"	"Congenital malformations"	"Nanophthalmos"
"TBC1D20"	"Congenital malformations"	"Warburg micro syndrome"
"TBC1D20"	"Eye disease"	"Cataract"
"TBC1D20"	"Eye disease"	"Optic atrophy"
"TBC1D20"	"Reproductive system diseases"	"Cryptorchidism"
"TBC1D23"	"Congenital malformations"	"Congenital clubfoot"
"TBC1D23"	"Congenital malformations"	"Ocular coloboma"
"TBC1D24"	"Cardiovascular diseases"	"Double-outlet right ventricle"
"TBC1D24"	"Cardiovascular diseases"	"Infantile hemangioma"
"TBC1D24"	"Congenital malformations"	"Anonychia congenita"
"TBC1D24"	"Congenital malformations"	"Brachydactyly"
"TBC1D24"	"Congenital malformations"	"Congenital clubfoot"
"TBC1D24"	"Congenital malformations"	"Dandy-Walker syndrome"
"TBC1D24"	"Congenital malformations"	"DOORS syndrome"
"TBC1D24"	"Congenital malformations"	"Polymicrogyria"
"TBC1D24"	"Congenital malformations"	"Potter syndrome"
"TBC1D24"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TBC1D24"	"Eye disease"	"Cataract"
"TBC1D24"	"Eye disease"	"Myopia"
"TBC1D24"	"Eye disease"	"Optic atrophy"
"TBC1D24"	"Nervous system diseases"	"Leber hereditary optic atrophy"
"TBC1D7"	"Eye disease"	"Myopia"
"TBC1D7"	"Eye disease"	"Optic atrophy"
"TBC1D8B"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"TBC1D8B"	"Urinary system diseases"	"Nephrotic syndrome"
"TBC1D9B"	"Cancers"	"Breast cancer"
"TBCA"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TBCD"	"Eye disease"	"Optic atrophy"
"TBCD"	"Nervous system diseases"	"West syndrome"
"TBCE"	"Congenital disorders of metabolism"	"Hypomagnesemia"
"TBCE"	"Congenital disorders of metabolism"	"Spastic ataxia"
"TBCE"	"Congenital malformations"	"Hypoparathyroidism-retardation-dysmorphism syndrome"
"TBCE"	"Congenital malformations"	"Kenny-Caffey syndrome"
"TBCE"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"TBCE"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"TBCE"	"Eye disease"	"Optic atrophy"
"TBCE"	"Musculoskeletal diseases"	"Spinal stenosis"
"TBCE"	"Nervous system diseases"	"Spinal muscular atrophy"
"TBCE"	"Reproductive system diseases"	"Cryptorchidism"
"TBCK"	"Cardiovascular diseases"	"Ventricular septal defect"
"TBCK"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"TBCK"	"Endocrine and metabolic diseases"	"Hyperthyroidism"
"TBCK"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"TBCK"	"Immune system diseases"	"Asthma"
"TBCK"	"Mental and behavioural disorders"	"Autism"
"TBCK"	"Mental and behavioural disorders"	"Bipolar disorder"
"TBCK"	"Musculoskeletal diseases"	"Osteoporosis"
"TBCK"	"Reproductive system diseases"	"Cryptorchidism"
"TBK1"	"Mental and behavioural disorders"	"Alcohol dependence"
"TBK1"	"Nervous system diseases"	"Frontotemporal lobar degeneration"
"TBK1"	"Nervous system diseases"	"Parkinsonian syndrome"
"TBKBP1"	"Immune system diseases"	"Ankylosing spondylitis"
"TBL1XR1"	"Cancers"	"Bladder cancer"
"TBL1XR1"	"Cancers"	"Primary central nervous system lymphoma"
"TBL1XR1"	"Cancers"	"Prostate cancer"
"TBL1XR1"	"Cardiovascular diseases"	"Disseminated intravascular coagulation"
"TBL1XR1"	"Congenital malformations"	"Chiari malformation"
"TBL1XR1"	"Congenital malformations"	"Microphthalmia"
"TBL1XR1"	"Congenital malformations"	"Nanophthalmos"
"TBL1XR1"	"Mental and behavioural disorders"	"Alcohol dependence"
"TBL1XR1"	"Mental and behavioural disorders"	"Autism"
"TBL1XR1"	"Reproductive system diseases"	"Cryptorchidism"
"TBL2"	"Cardiovascular diseases"	"Atrial septal defect"
"TBL2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TBL2"	"Cardiovascular diseases"	"Mitral valve prolapse"
"TBL2"	"Cardiovascular diseases"	"Myocardial infarction"
"TBL2"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TBL2"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"TBL2"	"Cardiovascular diseases"	"Ventricular septal defect"
"TBL2"	"Congenital malformations"	"Bicuspid aortic valve"
"TBL2"	"Congenital malformations"	"Chiari malformation"
"TBL2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TBL2"	"Digestive system diseases"	"Peptic ulcer"
"TBL2"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"TBL2"	"Endocrine and metabolic diseases"	"Precocious puberty"
"TBL2"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"TBL2"	"Eye disease"	"Cataract"
"TBL2"	"Eye disease"	"Megalocornea"
"TBL2"	"Eye disease"	"Myopia"
"TBL2"	"Mental and behavioural disorders"	"Autism"
"TBL2"	"Musculoskeletal diseases"	"Osteoporosis"
"TBL2"	"Nervous system diseases"	"Insomnia"
"TBL2"	"Reproductive system diseases"	"Cryptorchidism"
"TBL2"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TBL2"	"Urinary system diseases"	"Vesicoureteral reflux"
"TBP"	"Mental and behavioural disorders"	"Schizophrenia"
"TBP"	"Nervous system diseases"	"Mohr-Tranebjaerg syndrome"
"TBP"	"Nervous system diseases"	"Parkinsonian syndrome"
"TBR1"	"Congenital malformations"	"Microphthalmia"
"TBR1"	"Congenital malformations"	"Nanophthalmos"
"TBR1"	"Congenital malformations"	"Ocular coloboma"
"TBR1"	"Eye disease"	"Cataract"
"TBR1"	"Mental and behavioural disorders"	"Autism"
"TBX1"	"Cancers"	"Colorectal cancer"
"TBX1"	"Cardiovascular diseases"	"Atrial septal defect"
"TBX1"	"Cardiovascular diseases"	"Atrioventricular septal defect"
"TBX1"	"Cardiovascular diseases"	"Double-outlet right ventricle"
"TBX1"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TBX1"	"Cardiovascular diseases"	"Persistent truncus arteriosus"
"TBX1"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"TBX1"	"Cardiovascular diseases"	"Tricuspid atresia"
"TBX1"	"Cardiovascular diseases"	"Ventricular septal defect"
"TBX1"	"Congenital malformations"	"Brachydactyly"
"TBX1"	"Congenital malformations"	"Congenital clubfoot"
"TBX1"	"Congenital malformations"	"Hirschsprung disease"
"TBX1"	"Congenital malformations"	"Hypoplastic left heart syndrome"
"TBX1"	"Congenital malformations"	"Microphthalmia"
"TBX1"	"Congenital malformations"	"Nanophthalmos"
"TBX1"	"Congenital malformations"	"Polycystic kidney disease"
"TBX1"	"Congenital malformations"	"Postaxial polydactyly"
"TBX1"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"TBX1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TBX1"	"Endocrine and metabolic diseases"	"Hyperthyroidism"
"TBX1"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"TBX1"	"Eye disease"	"Cataract"
"TBX1"	"Eye disease"	"Optic atrophy"
"TBX1"	"Immune system diseases"	"Asthma"
"TBX1"	"Immune system diseases"	"DiGeorge syndrome"
"TBX1"	"Mental and behavioural disorders"	"Autism"
"TBX1"	"Mental and behavioural disorders"	"Bipolar disorder"
"TBX1"	"Mental and behavioural disorders"	"Schizophrenia"
"TBX1"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"TBX1"	"Other congenital disorders"	"Velocardiofacial syndrome"
"TBX1"	"Reproductive system diseases"	"Cryptorchidism"
"TBX1"	"Reproductive system diseases"	"Hypospadias"
"TBX1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"TBX1"	"Skin diseases"	"Seborrheic dermatitis"
"TBX1"	"Urinary system diseases"	"Vesicoureteral reflux"
"TBX15"	"Congenital malformations"	"Brachydactyly"
"TBX15"	"Congenital malformations"	"Congenital clubfoot"
"TBX15"	"Congenital malformations"	"Cousin syndrome"
"TBX15"	"Congenital malformations"	"Microphthalmia"
"TBX15"	"Congenital malformations"	"Nanophthalmos"
"TBX18"	"Urinary system diseases"	"Nephrotic syndrome"
"TBX19"	"Endocrine and metabolic diseases"	"Adrenocorticotropic hormone deficiency"
"TBX2"	"Cancers"	"Neuroblastoma"
"TBX2"	"Cardiovascular diseases"	"Atrial septal defect"
"TBX2"	"Cardiovascular diseases"	"Double-outlet right ventricle"
"TBX2"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TBX2"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"TBX2"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"TBX2"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"TBX2"	"Immune system diseases"	"Hashimoto thyroiditis"
"TBX21"	"Immune system diseases"	"Asthma"
"TBX21"	"Mental and behavioural disorders"	"Major depressive disorder"
"TBX22"	"Cancers"	"Colorectal cancer"
"TBX22"	"Cardiovascular diseases"	"Atrial septal defect"
"TBX22"	"Congenital malformations"	"Brachydactyly"
"TBX22"	"Congenital malformations"	"Ocular coloboma"
"TBX22"	"Reproductive system diseases"	"Cryptorchidism"
"TBX22"	"Reproductive system diseases"	"Hypospadias"
"TBX3"	"Cancers"	"Breast cancer"
"TBX3"	"Cancers"	"Gastric cancer"
"TBX3"	"Cancers"	"Prostate cancer"
"TBX3"	"Cardiovascular diseases"	"Ventricular septal defect"
"TBX3"	"Congenital malformations"	"Ulnar-mammary syndrome"
"TBX3"	"Reproductive system diseases"	"Cryptorchidism"
"TBX4"	"Cardiovascular diseases"	"Atrial septal defect"
"TBX4"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TBX4"	"Cardiovascular diseases"	"Primary pulmonary hypertension"
"TBX4"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"TBX4"	"Congenital malformations"	"Congenital clubfoot"
"TBX4"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"TBX4"	"Eye disease"	"Blepharitis"
"TBX5"	"Cardiovascular diseases"	"Atrial fibrillation"
"TBX5"	"Cardiovascular diseases"	"Atrial septal defect"
"TBX5"	"Cardiovascular diseases"	"Atrioventricular septal defect"
"TBX5"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"TBX5"	"Cardiovascular diseases"	"Ventricular septal defect"
"TBX5"	"Congenital malformations"	"Holt-Oram syndrome"
"TBX5"	"Congenital malformations"	"Hypoplastic left heart syndrome"
"TBX5"	"Congenital malformations"	"Syndactyly"
"TBX6"	"Congenital malformations"	"Congenital anomalies of kidney and urinary tract"
"TBX6"	"Congenital malformations"	"Spondylocostal dysostosis"
"TBX6"	"Congenital malformations"	"Syringomyelia"
"TBXAS1"	"Cancers"	"Breast cancer"
"TBXAS1"	"Cancers"	"Myelofibrosis"
"TBXAS1"	"Cancers"	"Prostate cancer"
"TBXAS1"	"Cardiovascular diseases"	"Diaphyseal dysplasia with anemia"
"TBXAS1"	"Congenital malformations"	"Camurati-Engelmann disease"
"TBXT"	"Congenital malformations"	"Anencephaly"
"TBXT"	"Congenital malformations"	"Sacral agenesis with vertebral anomalies"
"TCAP"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"TCAP"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"TCAP"	"Skin diseases"	"Palmoplantar keratoderma"
"TCEAL7"	"Cancers"	"Prostate cancer"
"TCERG1L"	"Cancers"	"Colorectal cancer"
"TCF12"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
